org,chr,bp,range,trait
Z.mays,2,37467012,1.00E+05,Co59
Z.mays,2,37772190,1.00E+05,Co59
Z.mays,2,38043555,1.00E+05,Co59
Z.mays,2,38163263,1.00E+05,Co59
Z.mays,2,38370127,1.00E+05,Co59
Z.mays,2,38374542,1.00E+05,Co59
Z.mays,2,38393284,1.00E+05,Co59
Z.mays,2,39923141,1.00E+05,Co59
Z.mays,2,39923141,1.00E+05,Co59
Z.mays,2,40520852,1.00E+05,Co59
Z.mays,2,40824543,1.00E+05,Co59
Z.mays,2,40824543,1.00E+05,Co59
Z.mays,2,40828533,1.00E+05,Co59
Z.mays,2,41748697,1.00E+05,Co59
Z.mays,2,42154625,1.00E+05,Co59
Z.mays,2,42154625,1.00E+05,Co59
Z.mays,2,43784883,1.00E+05,Co59
Z.mays,2,44184509,1.00E+05,Co59
Z.mays,2,44231576,1.00E+05,Co59
Z.mays,2,45639193,1.00E+05,Co59
Z.mays,2,52045447,1.00E+05,Co59
Z.mays,2,55928526,1.00E+05,Co59
Z.mays,2,59834720,1.00E+05,Co59
Z.mays,2,62109348,1.00E+05,Co59
Z.mays,2,63123397,1.00E+05,Co59
Z.mays,2,75646210,1.00E+05,Co59
Z.mays,2,129050186,1.00E+05,Co59
Z.mays,2,132187501,1.00E+05,Co59
Z.mays,2,143230699,1.00E+05,Co59
Z.mays,2,149807491,1.00E+05,Co59
Z.mays,2,150110595,1.00E+05,Co59
Z.mays,2,154610655,1.00E+05,Co59
Z.mays,2,163864357,1.00E+05,Co59
Z.mays,2,174861736,1.00E+05,Co59
Z.mays,2,174862858,1.00E+05,Co59
Z.mays,2,175315544,1.00E+05,Co59
Z.mays,2,175747661,1.00E+05,Co59
Z.mays,2,176192493,1.00E+05,Co59
Z.mays,2,176206450,1.00E+05,Co59
Z.mays,2,176629636,1.00E+05,Co59
Z.mays,2,176629636,1.00E+05,Co59
Z.mays,2,177060213,1.00E+05,Co59
Z.mays,2,177081277,1.00E+05,Co59
Z.mays,2,177553072,1.00E+05,Co59
Z.mays,2,177838927,1.00E+05,Co59
Z.mays,2,179375073,1.00E+05,Co59
Z.mays,2,179376343,1.00E+05,Co59
Z.mays,2,180371561,1.00E+05,Co59
Z.mays,2,180852332,1.00E+05,Co59
Z.mays,2,180852332,1.00E+05,Co59
Z.mays,2,180852332,1.00E+05,Co59
Z.mays,2,181331353,1.00E+05,Co59
Z.mays,2,181332872,1.00E+05,Co59
Z.mays,2,181332872,1.00E+05,Co59
Z.mays,2,182552892,1.00E+05,Co59
Z.mays,2,182777843,1.00E+05,Co59
Z.mays,2,182991501,1.00E+05,Co59
Z.mays,2,183039413,1.00E+05,Co59
Z.mays,2,183571676,1.00E+05,Co59
Z.mays,2,184082559,1.00E+05,Co59
Z.mays,2,184355511,1.00E+05,Co59
Z.mays,2,184355511,1.00E+05,Co59
Z.mays,2,184390716,1.00E+05,Co59
Z.mays,2,184639249,1.00E+05,Co59
Z.mays,2,184642594,1.00E+05,Co59
Z.mays,2,184914559,1.00E+05,Co59
Z.mays,2,184914559,1.00E+05,Co59
Z.mays,2,184914559,1.00E+05,Co59
Z.mays,2,184914559,1.00E+05,Co59
Z.mays,2,184927828,1.00E+05,Co59
Z.mays,2,184927828,1.00E+05,Co59
Z.mays,2,184927828,1.00E+05,Co59
Z.mays,2,185197370,1.00E+05,Co59
Z.mays,2,185197370,1.00E+05,Co59
Z.mays,2,185431256,1.00E+05,Co59
Z.mays,2,185580889,1.00E+05,Co59
Z.mays,2,185580889,1.00E+05,Co59
Z.mays,2,185730144,1.00E+05,Co59
Z.mays,2,185757237,1.00E+05,Co59
Z.mays,2,186055298,1.00E+05,Co59
Z.mays,2,186370319,1.00E+05,Co59
Z.mays,2,186515101,1.00E+05,Co59
Z.mays,2,186842861,1.00E+05,Co59
Z.mays,2,187638775,1.00E+05,Co59
Z.mays,2,188197056,1.00E+05,Co59
Z.mays,2,188432613,1.00E+05,Co59
Z.mays,2,189537705,1.00E+05,Co59
Z.mays,2,189549377,1.00E+05,Co59
Z.mays,2,189549377,1.00E+05,Co59
Z.mays,2,190012129,1.00E+05,Co59
Z.mays,2,190012129,1.00E+05,Co59
Z.mays,2,190149840,1.00E+05,Co59
Z.mays,2,190566349,1.00E+05,Co59
Z.mays,2,191575372,1.00E+05,Co59
Z.mays,2,191612926,1.00E+05,Co59
Z.mays,2,192228276,1.00E+05,Co59
Z.mays,2,192275486,1.00E+05,Co59
Z.mays,2,192275486,1.00E+05,Co59
Z.mays,2,192275486,1.00E+05,Co59
Z.mays,2,192491148,1.00E+05,Co59
Z.mays,2,192557687,1.00E+05,Co59
Z.mays,2,192618244,1.00E+05,Co59
Z.mays,2,192929822,1.00E+05,Co59
Z.mays,2,192929822,1.00E+05,Co59
Z.mays,2,192941936,1.00E+05,Co59
Z.mays,2,193155868,1.00E+05,Co59
Z.mays,2,193380293,1.00E+05,Co59
Z.mays,2,194049823,1.00E+05,Co59
Z.mays,2,194188138,1.00E+05,Co59
Z.mays,2,194271915,1.00E+05,Co59
Z.mays,2,194271915,1.00E+05,Co59
Z.mays,2,194277814,1.00E+05,Co59
Z.mays,2,194453516,1.00E+05,Co59
Z.mays,2,194501780,1.00E+05,Co59
Z.mays,2,194934618,1.00E+05,Co59
Z.mays,2,194934618,1.00E+05,Co59
Z.mays,2,195155992,1.00E+05,Co59
Z.mays,2,195155992,1.00E+05,Co59
Z.mays,2,195155992,1.00E+05,Co59
Z.mays,2,195212213,1.00E+05,Co59
Z.mays,2,195390877,1.00E+05,Co59
Z.mays,2,195390877,1.00E+05,Co59
Z.mays,2,198109599,1.00E+05,Co59
Z.mays,2,198109599,1.00E+05,Co59
Z.mays,2,199402184,1.00E+05,Co59
Z.mays,2,200150466,1.00E+05,Co59
Z.mays,2,200150466,1.00E+05,Co59
Z.mays,2,209426052,1.00E+05,Co59
Z.mays,2,209426052,1.00E+05,Co59
Z.mays,2,210243038,1.00E+05,Co59
Z.mays,2,210828932,1.00E+05,Co59
Z.mays,2,210976739,1.00E+05,Co59
Z.mays,2,211131528,1.00E+05,Co59
Z.mays,2,211131528,1.00E+05,Co59
Z.mays,2,211131528,1.00E+05,Co59
Z.mays,2,211741549,1.00E+05,Co59
Z.mays,2,211741549,1.00E+05,Co59
Z.mays,2,212098710,1.00E+05,Co59
Z.mays,2,212174101,1.00E+05,Co59
Z.mays,2,212179565,1.00E+05,Co59
Z.mays,2,212254308,1.00E+05,Co59
Z.mays,2,212327924,1.00E+05,Co59
Z.mays,2,212333032,1.00E+05,Co59
Z.mays,2,213166930,1.00E+05,Co59
Z.mays,2,214345600,1.00E+05,Co59
Z.mays,2,214345600,1.00E+05,Co59
Z.mays,2,214345600,1.00E+05,Co59
Z.mays,2,214504855,1.00E+05,Co59
Z.mays,2,214504855,1.00E+05,Co59
Z.mays,2,214679766,1.00E+05,Co59
Z.mays,2,215997103,1.00E+05,Co59
Z.mays,2,216315976,1.00E+05,Co59
Z.mays,2,216317638,1.00E+05,Co59
Z.mays,2,217421245,1.00E+05,Co59
Z.mays,2,217421245,1.00E+05,Co59
Z.mays,2,217432971,1.00E+05,Co59
Z.mays,2,217551378,1.00E+05,Co59
Z.mays,2,217601503,1.00E+05,Co59
Z.mays,2,217689136,1.00E+05,Co59
Z.mays,2,217696999,1.00E+05,Co59
Z.mays,2,217721058,1.00E+05,Co59
Z.mays,2,217721058,1.00E+05,Co59
Z.mays,2,217846744,1.00E+05,Co59
Z.mays,2,218101010,1.00E+05,Co59
Z.mays,2,218125159,1.00E+05,Co59
Z.mays,2,218125159,1.00E+05,Co59
Z.mays,2,218246971,1.00E+05,Co59
Z.mays,2,219825728,1.00E+05,Co59
Z.mays,2,220000082,1.00E+05,Co59
Z.mays,2,220338200,1.00E+05,Co59
Z.mays,2,220720764,1.00E+05,Co59
Z.mays,2,220728142,1.00E+05,Co59
Z.mays,2,221077074,1.00E+05,Co59
Z.mays,2,221249786,1.00E+05,Co59
Z.mays,2,222695434,1.00E+05,Co59
Z.mays,2,222829949,1.00E+05,Co59
Z.mays,2,222945657,1.00E+05,Co59
Z.mays,2,223004461,1.00E+05,Co59
Z.mays,2,223320812,1.00E+05,Co59
Z.mays,2,223436943,1.00E+05,Co59
Z.mays,2,223526086,1.00E+05,Co59
Z.mays,2,223625285,1.00E+05,Co59
Z.mays,2,223723649,1.00E+05,Co59
Z.mays,2,223727156,1.00E+05,Co59
Z.mays,2,224292653,1.00E+05,Co59
Z.mays,2,224292653,1.00E+05,Co59
Z.mays,2,224564730,1.00E+05,Co59
Z.mays,2,224581938,1.00E+05,Co59
Z.mays,2,224581938,1.00E+05,Co59
Z.mays,2,224586718,1.00E+05,Co59
Z.mays,2,224743642,1.00E+05,Co59
Z.mays,2,224770596,1.00E+05,Co59
Z.mays,2,225433384,1.00E+05,Co59
Z.mays,2,225636117,1.00E+05,Co59
Z.mays,2,225644699,1.00E+05,Co59
Z.mays,2,225835866,1.00E+05,Co59
Z.mays,2,225835866,1.00E+05,Co59
Z.mays,2,225835866,1.00E+05,Co59
Z.mays,2,225917240,1.00E+05,Co59
Z.mays,2,226077504,1.00E+05,Co59
Z.mays,2,226281455,1.00E+05,Co59
Z.mays,2,226288680,1.00E+05,Co59
Z.mays,2,226288680,1.00E+05,Co59
Z.mays,2,226288680,1.00E+05,Co59
Z.mays,2,226911053,1.00E+05,Co59
Z.mays,2,226919562,1.00E+05,Co59
Z.mays,2,226919562,1.00E+05,Co59
Z.mays,2,226919562,1.00E+05,Co59
Z.mays,2,227136599,1.00E+05,Co59
Z.mays,2,227136599,1.00E+05,Co59
Z.mays,2,228997803,1.00E+05,Co59
Z.mays,2,229016590,1.00E+05,Co59
Z.mays,2,229546209,1.00E+05,Co59
Z.mays,2,229703273,1.00E+05,Co59
Z.mays,2,229703273,1.00E+05,Co59
Z.mays,2,229786812,1.00E+05,Co59
Z.mays,2,229786812,1.00E+05,Co59
Z.mays,2,229786813,1.00E+05,Co59
Z.mays,2,229934375,1.00E+05,Co59
Z.mays,2,229958013,1.00E+05,Co59
Z.mays,2,229958013,1.00E+05,Co59
Z.mays,2,230030655,1.00E+05,Co59
Z.mays,2,230256785,1.00E+05,Co59
Z.mays,2,230472204,1.00E+05,Co59
Z.mays,2,230665548,1.00E+05,Co59
Z.mays,2,230672764,1.00E+05,Co59
Z.mays,2,230672764,1.00E+05,Co59
Z.mays,2,231491931,1.00E+05,Co59
Z.mays,2,231508103,1.00E+05,Co59
Z.mays,2,231613089,1.00E+05,Co59
Z.mays,2,231634587,1.00E+05,Co59
Z.mays,2,231634587,1.00E+05,Co59
Z.mays,2,231659631,1.00E+05,Co59
Z.mays,2,231659631,1.00E+05,Co59
Z.mays,2,232302052,1.00E+05,Co59
Z.mays,2,232302052,1.00E+05,Co59
Z.mays,2,232302052,1.00E+05,Co59
Z.mays,2,232332724,1.00E+05,Co59
Z.mays,2,232332724,1.00E+05,Co59
Z.mays,2,232672453,1.00E+05,Co59
Z.mays,2,233036563,1.00E+05,Co59
Z.mays,2,233037486,1.00E+05,Co59
Z.mays,2,233041098,1.00E+05,Co59
Z.mays,2,233187249,1.00E+05,Co59
Z.mays,2,233484254,1.00E+05,Co59
Z.mays,2,233704420,1.00E+05,Co59
Z.mays,2,233777387,1.00E+05,Co59
Z.mays,2,234070704,1.00E+05,Co59
Z.mays,2,234070704,1.00E+05,Co59
Z.mays,2,234164410,1.00E+05,Co59
Z.mays,2,235335475,1.00E+05,Co59
Z.mays,2,235656299,1.00E+05,Co59
Z.mays,2,235656299,1.00E+05,Co59
Z.mays,2,235819776,1.00E+05,Co59
Z.mays,2,235904755,1.00E+05,Co59
Z.mays,2,236034406,1.00E+05,Co59
Z.mays,2,236927294,1.00E+05,Co59
Z.mays,2,237187876,1.00E+05,Co59
Z.mays,2,237187876,1.00E+05,Co59
Z.mays,2,237204364,1.00E+05,Co59
Z.mays,2,237204364,1.00E+05,Co59
Z.mays,2,237311868,1.00E+05,Co59
Z.mays,2,237311952,1.00E+05,Co59
Z.mays,2,237312199,1.00E+05,Co59
Z.mays,2,237603300,1.00E+05,Co59
Z.mays,2,237887640,1.00E+05,Co59
Z.mays,3,11361,1.00E+05,Co59
Z.mays,3,30004,1.00E+05,Co59
Z.mays,3,30004,1.00E+05,Co59
Z.mays,3,30004,1.00E+05,Co59
Z.mays,3,30004,1.00E+05,Co59
Z.mays,3,829150,1.00E+05,Co59
Z.mays,3,1453607,1.00E+05,Co59
Z.mays,3,1453701,1.00E+05,Co59
Z.mays,3,1486841,1.00E+05,Co59
Z.mays,3,1486841,1.00E+05,Co59
Z.mays,3,1486841,1.00E+05,Co59
Z.mays,3,1498332,1.00E+05,Co59
Z.mays,3,1498332,1.00E+05,Co59
Z.mays,3,1498332,1.00E+05,Co59
Z.mays,3,1514016,1.00E+05,Co59
Z.mays,3,1725127,1.00E+05,Co59
Z.mays,3,1978101,1.00E+05,Co59
Z.mays,3,1997801,1.00E+05,Co59
Z.mays,3,1997801,1.00E+05,Co59
Z.mays,3,2000777,1.00E+05,Co59
Z.mays,3,2034329,1.00E+05,Co59
Z.mays,3,2034329,1.00E+05,Co59
Z.mays,3,2068225,1.00E+05,Co59
Z.mays,3,2068225,1.00E+05,Co59
Z.mays,3,2079525,1.00E+05,Co59
Z.mays,3,2079525,1.00E+05,Co59
Z.mays,3,2081801,1.00E+05,Co59
Z.mays,3,2099801,1.00E+05,Co59
Z.mays,3,2099801,1.00E+05,Co59
Z.mays,3,2105562,1.00E+05,Co59
Z.mays,3,2120203,1.00E+05,Co59
Z.mays,3,2133428,1.00E+05,Co59
Z.mays,3,2145658,1.00E+05,Co59
Z.mays,3,2150714,1.00E+05,Co59
Z.mays,3,2152623,1.00E+05,Co59
Z.mays,3,2174253,1.00E+05,Co59
Z.mays,3,2174253,1.00E+05,Co59
Z.mays,3,2205959,1.00E+05,Co59
Z.mays,3,2205959,1.00E+05,Co59
Z.mays,3,2205959,1.00E+05,Co59
Z.mays,3,2228216,1.00E+05,Co59
Z.mays,3,2228237,1.00E+05,Co59
Z.mays,3,2291000,1.00E+05,Co59
Z.mays,3,2291000,1.00E+05,Co59
Z.mays,3,2431982,1.00E+05,Co59
Z.mays,3,2451979,1.00E+05,Co59
Z.mays,3,2452873,1.00E+05,Co59
Z.mays,3,2530938,1.00E+05,Co59
Z.mays,3,2539583,1.00E+05,Co59
Z.mays,3,2545263,1.00E+05,Co59
Z.mays,3,2582230,1.00E+05,Co59
Z.mays,3,2607902,1.00E+05,Co59
Z.mays,3,2607902,1.00E+05,Co59
Z.mays,3,2607902,1.00E+05,Co59
Z.mays,3,2611447,1.00E+05,Co59
Z.mays,3,2611447,1.00E+05,Co59
Z.mays,3,2611647,1.00E+05,Co59
Z.mays,3,2631299,1.00E+05,Co59
Z.mays,3,2645246,1.00E+05,Co59
Z.mays,3,2646981,1.00E+05,Co59
Z.mays,3,2698276,1.00E+05,Co59
Z.mays,3,2733544,1.00E+05,Co59
Z.mays,3,2750631,1.00E+05,Co59
Z.mays,3,2762353,1.00E+05,Co59
Z.mays,3,2767956,1.00E+05,Co59
Z.mays,3,2799997,1.00E+05,Co59
Z.mays,3,2805804,1.00E+05,Co59
Z.mays,3,2820435,1.00E+05,Co59
Z.mays,3,2839444,1.00E+05,Co59
Z.mays,3,2863808,1.00E+05,Co59
Z.mays,3,2917453,1.00E+05,Co59
Z.mays,3,2917453,1.00E+05,Co59
Z.mays,3,2952129,1.00E+05,Co59
Z.mays,3,2960048,1.00E+05,Co59
Z.mays,3,3012987,1.00E+05,Co59
Z.mays,3,3029801,1.00E+05,Co59
Z.mays,3,3029801,1.00E+05,Co59
Z.mays,3,3040011,1.00E+05,Co59
Z.mays,3,3053900,1.00E+05,Co59
Z.mays,3,3460647,1.00E+05,Co59
Z.mays,3,3477875,1.00E+05,Co59
Z.mays,3,3505324,1.00E+05,Co59
Z.mays,3,3505324,1.00E+05,Co59
Z.mays,3,3519399,1.00E+05,Co59
Z.mays,3,3519399,1.00E+05,Co59
Z.mays,3,3548245,1.00E+05,Co59
Z.mays,3,3548245,1.00E+05,Co59
Z.mays,3,3549644,1.00E+05,Co59
Z.mays,3,3580037,1.00E+05,Co59
Z.mays,3,3685643,1.00E+05,Co59
Z.mays,3,3810354,1.00E+05,Co59
Z.mays,3,3822868,1.00E+05,Co59
Z.mays,3,3847748,1.00E+05,Co59
Z.mays,3,3920214,1.00E+05,Co59
Z.mays,3,4013607,1.00E+05,Co59
Z.mays,3,4553080,1.00E+05,Co59
Z.mays,3,4555093,1.00E+05,Co59
Z.mays,3,4574232,1.00E+05,Co59
Z.mays,3,4651887,1.00E+05,Co59
Z.mays,3,4673193,1.00E+05,Co59
Z.mays,3,4677018,1.00E+05,Co59
Z.mays,3,4705527,1.00E+05,Co59
Z.mays,3,4778763,1.00E+05,Co59
Z.mays,3,4778763,1.00E+05,Co59
Z.mays,3,4863399,1.00E+05,Co59
Z.mays,3,4863399,1.00E+05,Co59
Z.mays,3,4863399,1.00E+05,Co59
Z.mays,3,5183304,1.00E+05,Co59
Z.mays,3,5183304,1.00E+05,Co59
Z.mays,3,5286702,1.00E+05,Co59
Z.mays,3,5333481,1.00E+05,Co59
Z.mays,3,5333482,1.00E+05,Co59
Z.mays,3,5333482,1.00E+05,Co59
Z.mays,3,5388084,1.00E+05,Co59
Z.mays,3,5480395,1.00E+05,Co59
Z.mays,3,5522429,1.00E+05,Co59
Z.mays,3,5589767,1.00E+05,Co59
Z.mays,3,5606664,1.00E+05,Co59
Z.mays,3,5615255,1.00E+05,Co59
Z.mays,3,5615255,1.00E+05,Co59
Z.mays,3,5616773,1.00E+05,Co59
Z.mays,3,5616773,1.00E+05,Co59
Z.mays,3,5650050,1.00E+05,Co59
Z.mays,3,5660992,1.00E+05,Co59
Z.mays,3,5700692,1.00E+05,Co59
Z.mays,3,5784695,1.00E+05,Co59
Z.mays,3,5815307,1.00E+05,Co59
Z.mays,3,5816146,1.00E+05,Co59
Z.mays,3,5821506,1.00E+05,Co59
Z.mays,3,5824012,1.00E+05,Co59
Z.mays,3,5826690,1.00E+05,Co59
Z.mays,3,5841175,1.00E+05,Co59
Z.mays,3,5844888,1.00E+05,Co59
Z.mays,3,5844888,1.00E+05,Co59
Z.mays,3,5874800,1.00E+05,Co59
Z.mays,3,5909932,1.00E+05,Co59
Z.mays,3,5948562,1.00E+05,Co59
Z.mays,3,5956480,1.00E+05,Co59
Z.mays,3,5965539,1.00E+05,Co59
Z.mays,3,6009043,1.00E+05,Co59
Z.mays,3,6676616,1.00E+05,Co59
Z.mays,3,6687524,1.00E+05,Co59
Z.mays,3,7097219,1.00E+05,Co59
Z.mays,3,7249219,1.00E+05,Co59
Z.mays,3,7899432,1.00E+05,Co59
Z.mays,3,7923940,1.00E+05,Co59
Z.mays,3,8006742,1.00E+05,Co59
Z.mays,3,8266400,1.00E+05,Co59
Z.mays,3,8269896,1.00E+05,Co59
Z.mays,3,8345219,1.00E+05,Co59
Z.mays,3,8429482,1.00E+05,Co59
Z.mays,3,9092933,1.00E+05,Co59
Z.mays,3,9113453,1.00E+05,Co59
Z.mays,3,9207037,1.00E+05,Co59
Z.mays,3,10465927,1.00E+05,Co59
Z.mays,3,10467570,1.00E+05,Co59
Z.mays,3,10469565,1.00E+05,Co59
Z.mays,3,10568377,1.00E+05,Co59
Z.mays,3,10682172,1.00E+05,Co59
Z.mays,3,11012575,1.00E+05,Co59
Z.mays,3,11493154,1.00E+05,Co59
Z.mays,3,11493154,1.00E+05,Co59
Z.mays,3,11493154,1.00E+05,Co59
Z.mays,3,12265910,1.00E+05,Co59
Z.mays,3,12535216,1.00E+05,Co59
Z.mays,3,12535216,1.00E+05,Co59
Z.mays,3,13146470,1.00E+05,Co59
Z.mays,3,13300732,1.00E+05,Co59
Z.mays,3,13772901,1.00E+05,Co59
Z.mays,3,13772901,1.00E+05,Co59
Z.mays,3,14061983,1.00E+05,Co59
Z.mays,3,14077888,1.00E+05,Co59
Z.mays,3,14089647,1.00E+05,Co59
Z.mays,3,14213535,1.00E+05,Co59
Z.mays,3,14236880,1.00E+05,Co59
Z.mays,3,14236880,1.00E+05,Co59
Z.mays,3,14383024,1.00E+05,Co59
Z.mays,3,14863105,1.00E+05,Co59
Z.mays,3,15481534,1.00E+05,Co59
Z.mays,3,17031093,1.00E+05,Co59
Z.mays,3,17186378,1.00E+05,Co59
Z.mays,3,17481243,1.00E+05,Co59
Z.mays,3,17652052,1.00E+05,Co59
Z.mays,3,17912853,1.00E+05,Co59
Z.mays,3,19830310,1.00E+05,Co59
Z.mays,3,19830310,1.00E+05,Co59
Z.mays,3,20023050,1.00E+05,Co59
Z.mays,3,20135452,1.00E+05,Co59
Z.mays,3,20456573,1.00E+05,Co59
Z.mays,3,20456573,1.00E+05,Co59
Z.mays,3,20456573,1.00E+05,Co59
Z.mays,3,21217297,1.00E+05,Co59
Z.mays,3,21375762,1.00E+05,Co59
Z.mays,3,21415512,1.00E+05,Co59
Z.mays,3,21683479,1.00E+05,Co59
Z.mays,3,21690996,1.00E+05,Co59
Z.mays,3,21690996,1.00E+05,Co59
Z.mays,3,22628497,1.00E+05,Co59
Z.mays,3,22942452,1.00E+05,Co59
Z.mays,3,22942452,1.00E+05,Co59
Z.mays,3,22965915,1.00E+05,Co59
Z.mays,3,22965915,1.00E+05,Co59
Z.mays,3,23891797,1.00E+05,Co59
Z.mays,3,24664011,1.00E+05,Co59
Z.mays,3,25250480,1.00E+05,Co59
Z.mays,3,25279368,1.00E+05,Co59
Z.mays,3,25279368,1.00E+05,Co59
Z.mays,3,25279368,1.00E+05,Co59
Z.mays,3,26544512,1.00E+05,Co59
Z.mays,3,26544512,1.00E+05,Co59
Z.mays,3,26544512,1.00E+05,Co59
Z.mays,3,29487196,1.00E+05,Co59
Z.mays,3,29487196,1.00E+05,Co59
Z.mays,3,29863008,1.00E+05,Co59
Z.mays,3,29863008,1.00E+05,Co59
Z.mays,3,30559828,1.00E+05,Co59
Z.mays,3,30559828,1.00E+05,Co59
Z.mays,3,34249991,1.00E+05,Co59
Z.mays,3,35710475,1.00E+05,Co59
Z.mays,3,41279344,1.00E+05,Co59
Z.mays,3,41279344,1.00E+05,Co59
Z.mays,3,44040035,1.00E+05,Co59
Z.mays,3,44220792,1.00E+05,Co59
Z.mays,3,44220792,1.00E+05,Co59
Z.mays,3,44220792,1.00E+05,Co59
Z.mays,3,44220792,1.00E+05,Co59
Z.mays,3,44234601,1.00E+05,Co59
Z.mays,3,80642669,1.00E+05,Co59
Z.mays,3,80642669,1.00E+05,Co59
Z.mays,3,86588570,1.00E+05,Co59
Z.mays,3,103830277,1.00E+05,Co59
Z.mays,3,115635688,1.00E+05,Co59
Z.mays,3,122775561,1.00E+05,Co59
Z.mays,3,124743942,1.00E+05,Co59
Z.mays,3,125297047,1.00E+05,Co59
Z.mays,3,126231992,1.00E+05,Co59
Z.mays,3,126335638,1.00E+05,Co59
Z.mays,3,130348340,1.00E+05,Co59
Z.mays,3,134565804,1.00E+05,Co59
Z.mays,3,134565804,1.00E+05,Co59
Z.mays,3,135929210,1.00E+05,Co59
Z.mays,3,135934895,1.00E+05,Co59
Z.mays,3,135934895,1.00E+05,Co59
Z.mays,3,136392528,1.00E+05,Co59
Z.mays,3,143861021,1.00E+05,Co59
Z.mays,3,143870256,1.00E+05,Co59
Z.mays,3,143927580,1.00E+05,Co59
Z.mays,3,143972451,1.00E+05,Co59
Z.mays,3,145181980,1.00E+05,Co59
Z.mays,3,147336294,1.00E+05,Co59
Z.mays,3,147336294,1.00E+05,Co59
Z.mays,3,147556702,1.00E+05,Co59
Z.mays,3,147669483,1.00E+05,Co59
Z.mays,3,147670702,1.00E+05,Co59
Z.mays,3,147718302,1.00E+05,Co59
Z.mays,3,148332124,1.00E+05,Co59
Z.mays,3,150839529,1.00E+05,Co59
Z.mays,3,151730920,1.00E+05,Co59
Z.mays,3,152166552,1.00E+05,Co59
Z.mays,3,159160275,1.00E+05,Co59
Z.mays,3,159982129,1.00E+05,Co59
Z.mays,3,160582484,1.00E+05,Co59
Z.mays,3,161998625,1.00E+05,Co59
Z.mays,3,162022564,1.00E+05,Co59
Z.mays,3,162245584,1.00E+05,Co59
Z.mays,3,162261407,1.00E+05,Co59
Z.mays,3,162399397,1.00E+05,Co59
Z.mays,3,162684438,1.00E+05,Co59
Z.mays,3,163017615,1.00E+05,Co59
Z.mays,3,164874829,1.00E+05,Co59
Z.mays,3,166191910,1.00E+05,Co59
Z.mays,3,166518702,1.00E+05,Co59
Z.mays,3,166689024,1.00E+05,Co59
Z.mays,3,166699199,1.00E+05,Co59
Z.mays,3,166699199,1.00E+05,Co59
Z.mays,3,167087362,1.00E+05,Co59
Z.mays,3,168899556,1.00E+05,Co59
Z.mays,3,170242383,1.00E+05,Co59
Z.mays,3,170242383,1.00E+05,Co59
Z.mays,3,171122167,1.00E+05,Co59
Z.mays,3,173662270,1.00E+05,Co59
Z.mays,3,174658889,1.00E+05,Co59
Z.mays,3,176054692,1.00E+05,Co59
Z.mays,3,176096366,1.00E+05,Co59
Z.mays,3,176318041,1.00E+05,Co59
Z.mays,3,176343220,1.00E+05,Co59
Z.mays,3,176477263,1.00E+05,Co59
Z.mays,3,176480404,1.00E+05,Co59
Z.mays,3,176480404,1.00E+05,Co59
Z.mays,3,176617469,1.00E+05,Co59
Z.mays,3,176617469,1.00E+05,Co59
Z.mays,3,176880115,1.00E+05,Co59
Z.mays,3,176913567,1.00E+05,Co59
Z.mays,3,176913567,1.00E+05,Co59
Z.mays,3,176913567,1.00E+05,Co59
Z.mays,3,177990701,1.00E+05,Co59
Z.mays,3,178117774,1.00E+05,Co59
Z.mays,3,178139238,1.00E+05,Co59
Z.mays,3,178266446,1.00E+05,Co59
Z.mays,3,178389517,1.00E+05,Co59
Z.mays,3,178409540,1.00E+05,Co59
Z.mays,3,178409540,1.00E+05,Co59
Z.mays,3,178804694,1.00E+05,Co59
Z.mays,3,178811995,1.00E+05,Co59
Z.mays,3,178811995,1.00E+05,Co59
Z.mays,3,178815643,1.00E+05,Co59
Z.mays,3,178950365,1.00E+05,Co59
Z.mays,3,178950365,1.00E+05,Co59
Z.mays,3,179356717,1.00E+05,Co59
Z.mays,3,179489558,1.00E+05,Co59
Z.mays,3,179489558,1.00E+05,Co59
Z.mays,3,179489558,1.00E+05,Co59
Z.mays,3,179516798,1.00E+05,Co59
Z.mays,3,179516798,1.00E+05,Co59
Z.mays,3,179631218,1.00E+05,Co59
Z.mays,3,179656409,1.00E+05,Co59
Z.mays,3,179656409,1.00E+05,Co59
Z.mays,3,179704754,1.00E+05,Co59
Z.mays,3,179746835,1.00E+05,Co59
Z.mays,3,179774236,1.00E+05,Co59
Z.mays,3,179774236,1.00E+05,Co59
Z.mays,3,179774236,1.00E+05,Co59
Z.mays,3,180624612,1.00E+05,Co59
Z.mays,3,180735110,1.00E+05,Co59
Z.mays,3,180735110,1.00E+05,Co59
Z.mays,3,180767596,1.00E+05,Co59
Z.mays,3,180767596,1.00E+05,Co59
Z.mays,3,180767596,1.00E+05,Co59
Z.mays,3,180774651,1.00E+05,Co59
Z.mays,3,180876473,1.00E+05,Co59
Z.mays,3,180876473,1.00E+05,Co59
Z.mays,3,180876473,1.00E+05,Co59
Z.mays,3,180918686,1.00E+05,Co59
Z.mays,3,181889888,1.00E+05,Co59
Z.mays,3,181889888,1.00E+05,Co59
Z.mays,3,181890190,1.00E+05,Co59
Z.mays,3,182016595,1.00E+05,Co59
Z.mays,3,182016595,1.00E+05,Co59
Z.mays,3,182331319,1.00E+05,Co59
Z.mays,3,182331319,1.00E+05,Co59
Z.mays,3,182339631,1.00E+05,Co59
Z.mays,3,182339631,1.00E+05,Co59
