"Orthogroup","trait","org","Chromosome Name","bp","start","end","loci","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present"
"OG0004948","Zn","Sbicolor_v3.1.1",3,7412839,7312839,7512839,"Sbicolor_v3.1.1_Zn_3_7412839","Sobic.003G086700",7495811,7499458,"similar to Putative uncharacterized protein P0408F06.22",3
"OG0004948","Zn","Zmays_RefGen_V4",8,12038542,11938542,12138542,"Zmays_RefGen_V4_Zn_8_12038542","Zm00001d008535",12036018,12039062,"(1 of 2) PTHR10759//PTHR10759:SF6 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED",3
"OG0002191","Co","Athaliana_TAIR10",2,793504,718504,964543,"Athaliana_TAIR10_Co_2_793504","AT2G03060",901143,904149,"AGAMOUS-like 30",3
"OG0002191","Co","Gmax_Wm82.a2.v1",2,10432016,10232016,10632016,"Gmax_Wm82.a2.v1_Co_2_10432016","Glyma.02G109000",10440415,10444977,"PTHR11945:SF169 - MADS-BOX FAMILY PROTEIN (1 of 4)",3
"OG0002191","Co","Zmays_RefGen_V4",4,3378475.64285714,3251219,3573132,"Zmays_RefGen_V4_Co_4_3378475.64285714","Zm00001d048697",3464266,3467995,"(1 of 1) PTHR11945//PTHR11945:SF156 - MADS BOX PROTEIN // MADS-BOX PROTEIN-RELATED",3
"OG0013717","Ca","Athaliana_TAIR10",5,22438894,22363894,22513894,"Athaliana_TAIR10_Ca_5_22438894","AT5G55470",22469245,22472706,"Na+/H+ (sodium hydrogen) exchanger 3",3
"OG0013717","Ca","Gmax_Wm82.a2.v1",8,43821749,43621749,44380613,"Gmax_Wm82.a2.v1_Ca_8_43821749","Glyma.08G324200",44235161,44241127,"PTHR10110:SF101 - SODIUM/HYDROGEN EXCHANGER 4 (1 of 1)",3
"OG0013717","Ca","Sbicolor_v3.1.1",10,18054825,17954825,18154825,"Sbicolor_v3.1.1_Ca_10_18054825","Sobic.010G131500",18068578,18072864,"similar to Sodium/hydrogen exchanger",3
"OG0002585","Rb","Athaliana_TAIR10",5,8424550,8349550,8675622,"Athaliana_TAIR10_Rb_5_8424550","AT5G24620",8430004,8432414,"Pathogenesis-related thaumatin superfamily protein",3
"OG0002585","Rb","Gmax_Wm82.a2.v1",2,40566145,40366145,42273473,"Gmax_Wm82.a2.v1_Rb_2_40566145","Glyma.02G220900",40881547,40883650,"",3
"OG0002585","Rb","Gmax_Wm82.a2.v1",4,49565011,49365011,50702514,"Gmax_Wm82.a2.v1_Rb_4_49565011","Glyma.04G225800",49578807,49579887,"PF00314 - Thaumatin family (Thaumatin)  (1 of 61)",3
"OG0002585","Rb","Gmax_Wm82.a2.v1",6,10344093,10144093,11582912,"Gmax_Wm82.a2.v1_Rb_6_10344093","Glyma.06G139000",11341409,11342986,"PF00314 - Thaumatin family (Thaumatin)  (1 of 61)",3
"OG0002585","Rb","Sbicolor_v3.1.1",7,63259127,63159127,63359127,"Sbicolor_v3.1.1_Rb_7_63259127","Sobic.007G201200",63221722,63223187,"similar to Os08g0517800 protein",3
"OG0008916","Se","Athaliana_TAIR10",5,6705243,6630243,6789544,"Athaliana_TAIR10_Se_5_6705243","AT5G19680",6649605,6651935,"Leucine-rich repeat (LRR) family protein",3
"OG0008916","Se","Gmax_Wm82.a2.v1",5,40321058,40121058,41013158,"Gmax_Wm82.a2.v1_Se_5_40321058","Glyma.05G227700",40576953,40580126,"",3
"OG0008916","Se","Sbicolor_v3.1.1",4,8928713,8828713,9028713,"Sbicolor_v3.1.1_Se_4_8928713","Sobic.004G100200",8958848,8964037,"similar to Putative sds22+",3
"OG0007754","Cd","Athaliana_TAIR10",1,4291941,4216941,4428910,"Athaliana_TAIR10_Cd_1_4291941","AT1G12790",4359151,4361272,"PF12826 - Helix-hairpin-helix motif (HHH_2)  (1 of 1)",3
"OG0007754","Cd","Gmax_Wm82.a2.v1",12,680784,480784,1236614,"Gmax_Wm82.a2.v1_Cd_12_680784","Glyma.12G014500",1042638,1045495,"",3
"OG0007754","Cd","Gmax_Wm82.a2.v1",11,8373769,8173769,8769798,"Gmax_Wm82.a2.v1_Cd_11_8373769","Glyma.11G110500",8424336,8428576,"",3
"OG0007754","Cd","Sbicolor_v3.1.1",9,58699258,58599258,58799258,"Sbicolor_v3.1.1_Cd_9_58699258","Sobic.009G251700",58663676,58666616,"similar to Putative uncharacterized protein OJ1115_D04.1",3
"OG0007754","Mo","Athaliana_TAIR10",1,4367329,4292329,4442329,"Athaliana_TAIR10_Mo_1_4367329","AT1G12790",4359151,4361272,"PF12826 - Helix-hairpin-helix motif (HHH_2)  (1 of 1)",3
"OG0007754","Mo","Gmax_Wm82.a2.v1",12,654624,454624,1106031,"Gmax_Wm82.a2.v1_Mo_12_654624","Glyma.12G014500",1042638,1045495,"",3
"OG0007754","Mo","Sbicolor_v3.1.1",10,6133413,6033413,6337594,"Sbicolor_v3.1.1_Mo_10_6133413","Sobic.010G075000",6136687,6139963,"PF14520 - Helix-hairpin-helix domain (HHH_5)  (1 of 5)",3
"OG0007754","Na","Athaliana_TAIR10",1,4302072,4227072,4377129,"Athaliana_TAIR10_Na_1_4302072","AT1G12790",4359151,4361272,"PF12826 - Helix-hairpin-helix motif (HHH_2)  (1 of 1)",3
"OG0007754","Na","Gmax_Wm82.a2.v1",12,1139338,939338,2092023,"Gmax_Wm82.a2.v1_Na_12_1139338","Glyma.12G014500",1042638,1045495,"",3
"OG0007754","Na","Osativa_v7.0",5,29443902,29200902,29686902,"Osativa_v7.0_Na_5_29443902","LOC_Os05g51060",29300928,29304267,"DNA ligase, putative, expressed",3
"OG0000648","Co","Athaliana_TAIR10",2,12584521,12509521,12777360,"Athaliana_TAIR10_Co_2_12584521","AT2G29130",12524889,12527747,"laccase 2",3
"OG0000648","Co","Gmax_Wm82.a2.v1",8,46697219,46497219,47532629,"Gmax_Wm82.a2.v1_Co_8_46697219","Glyma.08G359100",47105388,47108727,"PTHR11709:SF66 - LACCASE-17 (1 of 5)",3
"OG0000648","Co","Gmax_Wm82.a2.v1",8,46697219,46497219,47532629,"Gmax_Wm82.a2.v1_Co_8_46697219","Glyma.08G359300",47117261,47120794,"PTHR11709//PTHR11709:SF70 - MULTI-COPPER OXIDASE // SUBFAMILY NOT NAMED (1 of 5)",3
"OG0000648","Co","Zmays_RefGen_V4",8,173899186.6,173756815,174089045,"Zmays_RefGen_V4_Co_8_173899186.6","Zm00001d012408",173986933,173990308,"(1 of 34) 1.10.3.2 - Laccase / Urishiol oxidase",3
"OG0000648","Mn","Athaliana_TAIR10",5,24218609,24143609,24293609,"Athaliana_TAIR10_Mn_5_24218609","AT5G60020",24167996,24170462,"laccase 17",3
"OG0000648","Mn","Gmax_Wm82.a2.v1",8,46832876,46632876,47276199,"Gmax_Wm82.a2.v1_Mn_8_46832876","Glyma.08G359100",47105388,47108727,"PTHR11709:SF66 - LACCASE-17 (1 of 5)",3
"OG0000648","Mn","Gmax_Wm82.a2.v1",8,46832876,46632876,47276199,"Gmax_Wm82.a2.v1_Mn_8_46832876","Glyma.08G359300",47117261,47120794,"PTHR11709//PTHR11709:SF70 - MULTI-COPPER OXIDASE // SUBFAMILY NOT NAMED (1 of 5)",3
"OG0000648","Mn","Sbicolor_v3.1.1",9,51964942,51864942,52064942,"Sbicolor_v3.1.1_Mn_9_51964942","Sobic.009G162800",51964396,51968670,"similar to Laccase-12/13 precursor",3
"OG0004736","Mn","Athaliana_TAIR10",4,8290083,8215083,8452159,"Athaliana_TAIR10_Mn_4_8290083","AT4G14305",8235093,8236715,"Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein",3
"OG0004736","Mn","Gmax_Wm82.a2.v1",20,1305843,1105843,1782950,"Gmax_Wm82.a2.v1_Mn_20_1305843","Glyma.20G015800",1414698,1416144,"PTHR11266:SF15 - PEROXISOMAL MEMBRANE PROTEIN PMP22 (1 of 8)",3
"OG0004736","Mn","Sbicolor_v3.1.1",7,59646804,59546804,59746804,"Sbicolor_v3.1.1_Mn_7_59646804","Sobic.007G161400",59601980,59604798,"similar to Putative peroxisomal membrane protein",3
"OG0006035","Cd","Athaliana_TAIR10",4,10906637,10831637,10981637,"Athaliana_TAIR10_Cd_4_10906637","AT4G20050",10849782,10853346,"Pectin lyase-like superfamily protein",3
"OG0006035","Cd","Gmax_Wm82.a2.v1",15,13245117,13045117,16044069,"Gmax_Wm82.a2.v1_Cd_15_13245117","Glyma.15G157000",13170916,13174335,"PTHR33928:SF2 - POLYGALACTURONASE QRT3 (1 of 4)",3
"OG0006035","Cd","Gmax_Wm82.a2.v1",9,3700452,3500452,6035047,"Gmax_Wm82.a2.v1_Cd_9_3700452","Glyma.09G050900",4447546,4450090,"PTHR33928:SF2 - POLYGALACTURONASE QRT3 (1 of 4)",3
"OG0006035","Cd","Osativa_v7.0",4,31238034,30995034,31481034,"Osativa_v7.0_Cd_4_31238034","LOC_Os04g52320",31089151,31092857,"QRT3, putative, expressed",3
"OG0006035","Mo","Athaliana_TAIR10",4,10830201,10755201,11018331,"Athaliana_TAIR10_Mo_4_10830201","AT4G20050",10849782,10853346,"Pectin lyase-like superfamily protein",3
"OG0006035","Mo","Gmax_Wm82.a2.v1",19,4280956,4080956,4480956,"Gmax_Wm82.a2.v1_Mo_19_4280956","Glyma.19G032600",4166595,4169238,"",3
"OG0006035","Mo","Gmax_Wm82.a2.v1",13,15248095,15048095,15492680,"Gmax_Wm82.a2.v1_Mo_13_15248095","Glyma.13G054600",15191769,15194310,"PTHR33928:SF2 - POLYGALACTURONASE QRT3 (1 of 4)",3
"OG0006035","Mo","Osativa_v7.0",4,31225654,30982654,31468654,"Osativa_v7.0_Mo_4_31225654","LOC_Os04g52320",31089151,31092857,"QRT3, putative, expressed",3
"OG0000799","Cd","Athaliana_TAIR10",3,10405377,10330377,10480377,"Athaliana_TAIR10_Cd_3_10405377","AT3G28007",10408092,10409745,"Nodulin MtN3 family protein",4
"OG0000799","Cd","Gmax_Wm82.a2.v1",5,2283415,2083415,4005723,"Gmax_Wm82.a2.v1_Cd_5_2283415","Glyma.05G036500",3209765,3213223,"PTHR10791:SF42 - BIDIRECTIONAL SUGAR TRANSPORTER SWEET4-RELATED (1 of 5)",4
"OG0000799","Cd","Osativa_v7.0",12,3746315,3503315,4167112,"Osativa_v7.0_Cd_12_3746315","LOC_Os12g07860",3977139,3977932,"nodulin MtN3 family protein, putative, expressed",4
"OG0000799","Cd","Osativa_v7.0",9,3901119,3658119,4144119,"Osativa_v7.0_Cd_9_3901119","LOC_Os09g08030",4135752,4136547,"nodulin MtN3 family protein, putative, expressed",4
"OG0000799","Cd","Sbicolor_v3.1.1",9,58699258,58599258,58799258,"Sbicolor_v3.1.1_Cd_9_58699258","Sobic.009G252000",58676498,58678201,"similar to Putative nodulin MtN3 family protein contains Pfam PF03083 MtN3/saliva family",4
"OG0006789","S","Athaliana_TAIR10",5,25978356,25903356,26053356,"Athaliana_TAIR10_S_5_25978356","AT5G64830",25914638,25916624,"programmed cell death 2 C-terminal domain-containing protein",3
"OG0006789","S","Gmax_Wm82.a2.v1",4,48986016,48786016,49274886,"Gmax_Wm82.a2.v1_S_4_48986016","Glyma.04G218800",48983780,48987348,"K14801 - pre-rRNA-processing protein TSR4 (TSR4)  (1 of 3)",3
"OG0006789","S","Gmax_Wm82.a2.v1",6,11981414,11781414,12695576,"Gmax_Wm82.a2.v1_S_6_11981414","Glyma.06G147000",11982014,11985343,"PF04194 - Programmed cell death protein 2, C-terminal putative domain (PDCD2_C)  (1 of 5)",3
"OG0006789","S","Sbicolor_v3.1.1",6,57703176,57603176,57803176,"Sbicolor_v3.1.1_S_6_57703176","Sobic.006G235700",57757224,57760331,"similar to OSIGBa0138H21-OSIGBa0138E01.15 protein",3
"OG0011424","Mn","Athaliana_TAIR10",5,20771971,20696971,20846971,"Athaliana_TAIR10_Mn_5_20771971","AT5G50870",20699433,20701206,"ubiquitin-conjugating enzyme 27",3
"OG0011424","Mn","Gmax_Wm82.a2.v1",4,46651030,46451030,47453245,"Gmax_Wm82.a2.v1_Mn_4_46651030","Glyma.04G199200",47137301,47140936,"",3
"OG0011424","Mn","Sbicolor_v3.1.1",3,71794887,71694887,71894887,"Sbicolor_v3.1.1_Mn_3_71794887","Sobic.003G410200",71768851,71772087,"similar to Ubiquitin carrier protein",3
"OG0006286","Ca","Athaliana_TAIR10",1,27790569,27715569,27889527,"Athaliana_TAIR10_Ca_1_27790569","AT1G73885",27786864,27787708,"",3
"OG0006286","Ca","Gmax_Wm82.a2.v1",7,8460028,8260028,8717967,"Gmax_Wm82.a2.v1_Ca_7_8460028","Glyma.07G090700",8466266,8468384,"",3
"OG0006286","Ca","Osativa_v7.0",3,28873913,28630913,29116913,"Osativa_v7.0_Ca_3_28873913","LOC_Os03g50270",28651107,28653092,"expressed protein",3
"OG0000793","Cd","Gmax_Wm82.a2.v1",10,1382552,1182552,2645007,"Gmax_Wm82.a2.v1_Cd_10_1382552","Glyma.10G029600",2575885,2578579,"",3
"OG0000793","Cd","Gmax_Wm82.a2.v1",10,47178732,46978732,47544233,"Gmax_Wm82.a2.v1_Cd_10_47178732","Glyma.10G244000",47232676,47235475,"PTHR10015:SF139 - HEAT STRESS TRANSCRIPTION FACTOR A-6A-RELATED (1 of 3)",3
"OG0000793","Cd","Osativa_v7.0",10,14599119,14356119,14842128,"Osativa_v7.0_Cd_10_14599119","LOC_Os10g28340",14746101,14750175,"heat stress transcription factor, putative, expressed",3
"OG0000793","Cd","Osativa_v7.0",3,3110040,2867040,3353040,"Osativa_v7.0_Cd_3_3110040","LOC_Os03g06630",3342254,3344548,"heat stress transcription factor, putative, expressed",3
"OG0000793","Cd","Sbicolor_v3.1.1",2,4955008,4855008,5055008,"Sbicolor_v3.1.1_Cd_2_4955008","Sobic.002G051900",4929569,4933978,"similar to Heat shock factor RHSF5",3
"OG0000793","Co","Athaliana_TAIR10",3,8059295,7984295,8138189,"Athaliana_TAIR10_Co_3_8059295","AT3G22830",8078820,8081051,"heat shock transcription factor  A6B",3
"OG0000793","Co","Gmax_Wm82.a2.v1",20,38864763,38664763,39182087,"Gmax_Wm82.a2.v1_Co_20_38864763","Glyma.20G150300",38922066,38924621,"PTHR10015:SF139 - HEAT STRESS TRANSCRIPTION FACTOR A-6A-RELATED (1 of 3)",3
"OG0000793","Co","Sbicolor_v3.1.1",2,4969034,4869034,5069034,"Sbicolor_v3.1.1_Co_2_4969034","Sobic.002G051900",4929569,4933978,"similar to Heat shock factor RHSF5",3
"OG0000793","Mo","Gmax_Wm82.a2.v1",10,2377469,2177469,2690861,"Gmax_Wm82.a2.v1_Mo_10_2377469","Glyma.10G029600",2575885,2578579,"",3
"OG0000793","Mo","Gmax_Wm82.a2.v1",19,41959685,41759685,43210470,"Gmax_Wm82.a2.v1_Mo_19_41959685","Glyma.19G159500",42029589,42032652,"PTHR10015//PTHR10015:SF160 - HEAT SHOCK TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED (1 of 3)",3
"OG0000793","Mo","Gmax_Wm82.a2.v1",10,47099455,46899455,47299455,"Gmax_Wm82.a2.v1_Mo_10_47099455","Glyma.10G244000",47232676,47235475,"PTHR10015:SF139 - HEAT STRESS TRANSCRIPTION FACTOR A-6A-RELATED (1 of 3)",3
"OG0000793","Mo","Gmax_Wm82.a2.v1",20,39100920,38900920,39300920,"Gmax_Wm82.a2.v1_Mo_20_39100920","Glyma.20G150300",38922066,38924621,"PTHR10015:SF139 - HEAT STRESS TRANSCRIPTION FACTOR A-6A-RELATED (1 of 3)",3
"OG0000793","Mo","Osativa_v7.0",10,14662168,14419168,14947112,"Osativa_v7.0_Mo_10_14662168","LOC_Os10g28340",14746101,14750175,"heat stress transcription factor, putative, expressed",3
"OG0000793","Mo","Zmays_RefGen_V4",1,243234743.933333,242982619,243452186,"Zmays_RefGen_V4_Mo_1_243234743.933333","Zm00001d032923",243208029,243211663,"(1 of 1) PTHR10015//PTHR10015:SF151 - HEAT SHOCK TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED",3
"OG0012768","Cd","Athaliana_TAIR10",2,15969355,15894355,16044355,"Athaliana_TAIR10_Cd_2_15969355","AT2G38000",15903125,15905391,"chaperone protein dnaJ-related",3
"OG0012768","Cd","Gmax_Wm82.a2.v1",7,17239030,17039030,17439030,"Gmax_Wm82.a2.v1_Cd_7_17239030","Glyma.07G143100",17046932,17051603,"PTHR15852:SF20 - CHAPERONE PROTEIN DNAJ-LIKE PROTEIN (1 of 1)",3
"OG0012768","Cd","Osativa_v7.0",5,14326876,14083876,14927843,"Osativa_v7.0_Cd_5_14326876","LOC_Os05g25210",14614298,14619941,"expressed protein",3
"OG0008782","Rb","Athaliana_TAIR10",5,19042889,18967889,19117889,"Athaliana_TAIR10_Rb_5_19042889","AT5G46800",18988631,18990772,"Mitochondrial substrate carrier family protein",3
"OG0008782","Rb","Gmax_Wm82.a2.v1",9,42951837,42751837,44356490,"Gmax_Wm82.a2.v1_Rb_9_42951837","Glyma.09G203900",42818330,42822983,"",3
"OG0008782","Rb","Sbicolor_v3.1.1",1,56568091,56468091,56849383,"Sbicolor_v3.1.1_Rb_1_56568091","Sobic.001G288900",56549460,56552698,"similar to Os10g0573800 protein",3
"OG0010702","Ca","Gmax_Wm82.a2.v1",2,9403389,9203389,10159331,"Gmax_Wm82.a2.v1_Ca_2_9403389","Glyma.02G100000",9418107,9423906,"PTHR11584:SF316 - SERINE/THREONINE-PROTEIN KINASE STN7, CHLOROPLASTIC (1 of 2)",3
"OG0010702","Ca","Osativa_v7.0",5,27431007,27188007,27674007,"Osativa_v7.0_Ca_5_27431007","LOC_Os05g47560",27245246,27249448,"serine/threonine-protein kinase SNT7, chloroplast precursor, putative, expressed",3
"OG0010702","Ca","Zmays_RefGen_V4",6,166533198,166431871,166634479,"Zmays_RefGen_V4_Ca_6_166533198","Zm00001d038894",166576973,166590299,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",3
"OG0001083","Mn","Athaliana_TAIR10",3,472036,397036,547036,"Athaliana_TAIR10_Mn_3_472036","AT3G02560",541715,543385,"Ribosomal protein S7e family protein",4
"OG0001083","Mn","Gmax_Wm82.a2.v1",7,8377811,8177811,9223844,"Gmax_Wm82.a2.v1_Mn_7_8377811","Glyma.07G092900",8676834,8679315,"",4
"OG0001083","Mn","Osativa_v7.0",3,10409932,10166932,10652932,"Osativa_v7.0_Mn_3_10409932","LOC_Os03g18580",10398117,10399770,"40S ribosomal protein S7, putative, expressed",4
"OG0001083","Mn","Osativa_v7.0",3,10409932,10166932,10652932,"Osativa_v7.0_Mn_3_10409932","LOC_Os03g18570",10393654,10395829,"40S ribosomal protein S7, putative, expressed",4
"OG0001083","Mn","Sbicolor_v3.1.1",1,68787903,68687903,68887903,"Sbicolor_v3.1.1_Mn_1_68787903","Sobic.001G403500",68877799,68880214,"similar to 40S ribosomal protein S7",4
"OG0001083","Se","Athaliana_TAIR10",5,5077763,5002763,5432549,"Athaliana_TAIR10_Se_5_5077763","AT5G16130",5268421,5270156,"Ribosomal protein S7e family protein",3
"OG0001083","Se","Gmax_Wm82.a2.v1",7,8787553,8587553,9367548,"Gmax_Wm82.a2.v1_Se_7_8787553","Glyma.07G092900",8676834,8679315,"",3
"OG0001083","Se","Gmax_Wm82.a2.v1",13,13992520,13792520,14263356,"Gmax_Wm82.a2.v1_Se_13_13992520","Glyma.13G045800",13992003,13994412,"",3
"OG0001083","Se","Sbicolor_v3.1.1",1,68874635,68774635,68974635,"Sbicolor_v3.1.1_Se_1_68874635","Sobic.001G403500",68877799,68880214,"similar to 40S ribosomal protein S7",3
"OG0011076","K","Athaliana_TAIR10",3,307141,232141,382458,"Athaliana_TAIR10_K_3_307141","AT3G02060",354360,358833,"DEAD/DEAH box helicase, putative",3
"OG0011076","K","Gmax_Wm82.a2.v1",19,35657941,35457941,35879943,"Gmax_Wm82.a2.v1_K_19_35657941","Glyma.19G106000",35670523,35692261,"",3
"OG0011076","K","Gmax_Wm82.a2.v1",16,4293433,4093433,4575029,"Gmax_Wm82.a2.v1_K_16_4293433","Glyma.16G046000",4348258,4360521,"PTHR14025:SF21 - DEAD/DEAH BOX HELICASE-RELATED (1 of 2)",3
"OG0011076","K","Osativa_v7.0",11,19459872,19216872,19702872,"Osativa_v7.0_K_11_19459872","LOC_Os11g32880",19421481,19429665,"DEAD-box ATP-dependent RNA helicase, putative, expressed",3
"OG0005568","Se","Athaliana_TAIR10",5,1673052,1598052,1748052,"Athaliana_TAIR10_Se_5_1673052","AT5G05470",1620458,1622340,"eukaryotic translation initiation factor 2 alpha subunit",3
"OG0005568","Se","Gmax_Wm82.a2.v1",11,32784991,32584991,32984991,"Gmax_Wm82.a2.v1_Se_11_32784991","Glyma.11G232500",32786193,32790357,"K03237 - translation initiation factor 2 subunit 1 (EIF2S1)  (1 of 2)",3
"OG0005568","Se","Sbicolor_v3.1.1",1,68874635,68774635,68974635,"Sbicolor_v3.1.1_Se_1_68874635","Sobic.001G404100",68904985,68908440,"similar to Eukaryotic translation initiation factor 2 alpha subunit family protein, expressed",3
"OG0000539","Se","Athaliana_TAIR10",2,16607571,16532571,16682571,"Athaliana_TAIR10_Se_2_16607571","AT2G39720",16567209,16568822,"RING-H2 finger C2A",3
"OG0000539","Se","Gmax_Wm82.a2.v1",11,10477945,10277945,10677945,"Gmax_Wm82.a2.v1_Se_11_10477945","Glyma.11G137300",10440672,10442651,"PTHR22763//PTHR22763:SF42 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 5)",3
"OG0000539","Se","Gmax_Wm82.a2.v1",18,2070579,1870579,3043515,"Gmax_Wm82.a2.v1_Se_18_2070579","Glyma.18G037000",2896419,2897545,"PTHR22763//PTHR22763:SF42 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 5)",3
"OG0000539","Se","Gmax_Wm82.a2.v1",12,4278577,4078577,4564475,"Gmax_Wm82.a2.v1_Se_12_4278577","Glyma.12G060700",4406789,4408502,"PTHR22763//PTHR22763:SF42 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 5)",3
"OG0000539","Se","Gmax_Wm82.a2.v1",11,31411659,31211659,31682786,"Gmax_Wm82.a2.v1_Se_11_31411659","Glyma.11G220400",31570852,31573083,"PTHR22763//PTHR22763:SF42 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 5)",3
"OG0000539","Se","Sbicolor_v3.1.1",1,70293595,70193595,70393595,"Sbicolor_v3.1.1_Se_1_70293595","Sobic.001G422900",70357086,70358668,"similar to Putative uncharacterized protein",3
"OG0003233","Cd","Athaliana_TAIR10",5,19414794,19339794,19489794,"Athaliana_TAIR10_Cd_5_19414794","AT5G47920",19403173,19404088,"PTHR33450:SF5 - EMB (1 of 2)",3
"OG0003233","Cd","Gmax_Wm82.a2.v1",16,4293433,4093433,4564273,"Gmax_Wm82.a2.v1_Cd_16_4293433","Glyma.16G045200",4295497,4296132,"PTHR33450:SF5 - EMB (1 of 3)",3
"OG0003233","Cd","Osativa_v7.0",2,18108685,17865685,18351685,"Osativa_v7.0_Cd_2_18108685","LOC_Os02g30240",17981503,17982535,"expressed protein",3
"OG0003233","Fe","Athaliana_TAIR10",5,19408713,19333713,19485476,"Athaliana_TAIR10_Fe_5_19408713","AT5G47920",19403173,19404088,"PTHR33450:SF5 - EMB (1 of 2)",3
"OG0003233","Fe","Gmax_Wm82.a2.v1",19,35121843,34921843,35755035,"Gmax_Wm82.a2.v1_Fe_19_35121843","Glyma.19G106500",35750861,35752252,"PTHR33450:SF5 - EMB (1 of 3)",3
"OG0003233","Fe","Sbicolor_v3.1.1",4,48631186,48531186,48731186,"Sbicolor_v3.1.1_Fe_4_48631186","Sobic.004G153700",48599572,48600774,"similar to Putative uncharacterized protein",3
"OG0000679","Mo","Athaliana_TAIR10",1,1009208,934208,1084208,"Athaliana_TAIR10_Mo_1_1009208","AT1G03770",944572,947483,"RING 1B",3
"OG0000679","Mo","Athaliana_TAIR10",5,17913460,17838460,17988460,"Athaliana_TAIR10_Mo_5_17913460","AT5G44280",17835849,17839254,"RING 1A",3
"OG0000679","Mo","Gmax_Wm82.a2.v1",12,36452567,36252567,37399719,"Gmax_Wm82.a2.v1_Mo_12_36452567","Glyma.12G205500",36580925,36592458,"",3
"OG0000679","Mo","Gmax_Wm82.a2.v1",13,39566492,39366492,39931003,"Gmax_Wm82.a2.v1_Mo_13_39566492","Glyma.13G295300",39473298,39479928,"K10695 - E3 ubiquitin-protein ligase RNF1/2 [EC:6.3.2.19] (RNF1_2)  (1 of 7)",3
"OG0000679","Mo","Sbicolor_v3.1.1",1,17004926,16904926,17245004,"Sbicolor_v3.1.1_Mo_1_17004926","Sobic.001G191400",16968695,16975001,"PTHR10825//PTHR10825:SF33 - RING FINGER DOMAIN-CONTAINING, POLYCOMB GROUP COMPONENT // SUBFAMILY NOT NAMED (1 of 2)",3
"OG0006391","Mn","Athaliana_TAIR10",3,2669344,2594344,2744344,"Athaliana_TAIR10_Mn_3_2669344","AT3G08570",2602258,2604412,"Phototropic-responsive NPH3 family protein",3
"OG0006391","Mn","Athaliana_TAIR10",3,2669344,2594344,2744344,"Athaliana_TAIR10_Mn_3_2669344","AT3G08660",2631130,2633166,"Phototropic-responsive NPH3 family protein",3
"OG0006391","Mn","Gmax_Wm82.a2.v1",9,48908965,48708965,49177375,"Gmax_Wm82.a2.v1_Mn_9_48908965","Glyma.09G272500",48897450,48901961,"PF00651//PF03000 - BTB/POZ domain (BTB)  // NPH3 family (NPH3)  (1 of 40)",3
"OG0006391","Mn","Gmax_Wm82.a2.v1",18,50257198,50057198,50488833,"Gmax_Wm82.a2.v1_Mn_18_50257198","Glyma.18G216600",50355487,50359944,"",3
"OG0006391","Mn","Zmays_RefGen_V4",10,2710519.26315789,2544260,2843062,"Zmays_RefGen_V4_Mn_10_2710519.26315789","Zm00001d023313",2769149,2772367,"(1 of 14) PF00651//PF03000 - BTB/POZ domain (BTB) // NPH3 family (NPH3)",3
"OG0003217","Na","Athaliana_TAIR10",5,25574383,25499383,25649383,"Athaliana_TAIR10_Na_5_25574383","AT5G64070",25636976,25644446,"phosphatidylinositol 4-OH kinase beta1",3
"OG0003217","Na","Gmax_Wm82.a2.v1",6,12278627,12078627,12499713,"Gmax_Wm82.a2.v1_Na_6_12278627","Glyma.06G152800",12458044,12476920,"",3
"OG0003217","Na","Gmax_Wm82.a2.v1",4,48488013,48288013,48688013,"Gmax_Wm82.a2.v1_Na_4_48488013","Glyma.04G213400",48513545,48526035,"",3
"OG0003217","Na","Sbicolor_v3.1.1",5,18704202,18604202,18804202,"Sbicolor_v3.1.1_Na_5_18704202","Sobic.005G104500",18750457,18762437,"similar to Phosphatidylinositol 4-kinase, putative, expressed",3
"OG0002048","Mo","Athaliana_TAIR10",5,20751593,20676593,20991335,"Athaliana_TAIR10_Mo_5_20751593","AT5G51050",20753381,20755714,"Mitochondrial substrate carrier family protein",3
"OG0002048","Mo","Gmax_Wm82.a2.v1",6,13450269,13250269,13746806,"Gmax_Wm82.a2.v1_Mo_6_13450269","Glyma.06G162700",13453882,13457965,"",3
"OG0002048","Mo","Gmax_Wm82.a2.v1",19,35770372,35570372,37057501,"Gmax_Wm82.a2.v1_Mo_19_35770372","Glyma.19G105600",35572057,35575895,"PF00153//PF13202//PF13499 - Mitochondrial carrier protein (Mito_carr)  // EF hand (EF-hand_5)  // EF-hand domain pair (EF-hand_7)  (1 of 3)",3
"OG0002048","Mo","Osativa_v7.0",6,23739760,23496760,23982760,"Osativa_v7.0_Mo_6_23739760","LOC_Os06g40200",23935975,23942393,"calcium-binding mitochondrial carrier CBG00135, putative, expressed",3
